		run1	run2	run3	run4	run5	run6
gmm_d10_K100.txt	Enzyme/C	3001750	2871471	2896459	2880753	2910561	2870593
gmm_d64_K5.txt	LAGrad	461585	460695	461794	461262	463680	456749
gmm_d64_K5.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d64_K5.txt	Enzyme/C	2013707	1980270	2003228	2001457	1984085	2010776
gmm_d20_K50.txt	LAGrad	389417	387698	389498	390545	385293	393279
gmm_d20_K50.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d20_K50.txt	Enzyme/C	3634034	3546847	3523450	3539498	3537349	3547316
gmm_d10_K200.txt	LAGrad	594068	595314	598128	597181	601235	595427
gmm_d10_K200.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d10_K200.txt	Enzyme/C	5998576	6019451	6016957	6000118	6024846	6010283
gmm_d32_K25.txt	LAGrad	507409	511651	515797	515690	513574	514789
gmm_d32_K25.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d32_K25.txt	Enzyme/C	3498792	3413705	3431714	3415006	3393426	3453171
gmm_d64_K10.txt	LAGrad	972334	972505	976889	978466	962701	968043
gmm_d64_K10.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d64_K10.txt	Enzyme/C	4094457	4027975	4107518	4101684	4040181	4027981
gmm_d20_K100.txt	LAGrad	779351	776185	774028	771957	774021	780936
gmm_d20_K100.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d20_K100.txt	Enzyme/C	7367881	7346268	7376774	7350596	7402322	7288182
gmm_d32_K50.txt	LAGrad	1058967	1060204	1036666	1059069	1051101	1067774
gmm_d32_K50.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d32_K50.txt	Enzyme/C	6945345	6742486	6740481	6752194	6738682	6749335
gmm_d128_K5.txt	LAGrad	2005813	2011145	2010904	2006773	2003551	2077180
gmm_d128_K5.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d128_K5.txt	Enzyme/C	6788269	6525491	6500006	6522098	6629479	6602786
gmm_d20_K200.txt	LAGrad	1584640	1583336	1582039	1587147	1571103	1584655
gmm_d20_K200.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d20_K200.txt	Enzyme/C	14713885	14687788	14687487	14746382	14709736	14781265
gmm_d64_K25.txt	LAGrad	2510759	2519189	2544117	2497466	2519679	2554478
gmm_d64_K25.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d64_K25.txt	Enzyme/C	10569175	10414689	10371647	10529706	10460505	10408607
gmm_d32_K100.txt	LAGrad	2109312	2095241	2078140	2105498	2077684	2055088
gmm_d32_K100.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d32_K100.txt	Enzyme/C	14205582	14280689	14213708	14089577	14242294	14060531
gmm_d128_K10.txt	LAGrad	4021996	4005865	3998355	4004076	3992230	3992994
gmm_d128_K10.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d128_K10.txt	Enzyme/C	36887397	24697721	13723320	27903291	13477780	13431729
gmm_d64_K50.txt	LAGrad	5136204	5159362	5138684	5152748	5131448	5156452
gmm_d64_K50.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d64_K50.txt	Enzyme/C	62062618	62002030	61111052	63931976	60186729	65063424
gmm_d32_K200.txt	LAGrad	4325617	4182545	4200627	4169922	4155201	4256602
gmm_d32_K200.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d32_K200.txt	Enzyme/C	69607780	71340977	71615097	66846089	70424404	70383158
gmm_d128_K25.txt	LAGrad	10595691	10570911	10756957	10560497	10575735	10578852
gmm_d128_K25.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d128_K25.txt	Enzyme/C	178423965	153623474	147237845	157605690	156381099	149014243
gmm_d64_K100.txt	LAGrad	11586026	11045924	11116527	11042756	11078723	11064063
gmm_d64_K100.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d64_K100.txt	Enzyme/C	168561753	161164730	170609534	168571759	167641991	166804490
gmm_d128_K50.txt	LAGrad	0	0	0	0	0	0
gmm_d128_K50.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d128_K50.txt	Enzyme/C	0	0	0	0	0	0
gmm_d64_K200.txt	LAGrad	0	0	0	0	0	0
gmm_d64_K200.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d64_K200.txt	Enzyme/C	0	0	0	0	0	0
gmm_d128_K100.txt	LAGrad	0	0	0	0	0	0
gmm_d128_K100.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d128_K100.txt	Enzyme/C	0	0	0	0	0	0
gmm_d128_K200.txt	LAGrad	0	0	0	0	0	0
gmm_d128_K200.txt	Enzyme/MLIR	0	0	0	0	0	0
gmm_d128_K200.txt	Enzyme/C	0	0	0	0	0	0
